,id_full_season,player_name,games_full_season,time_full_season,goals_full_season,xG_full_season,assists_full_season,xA_full_season,shots_full_season,key_passes_full_season,yellow_cards_full_season,red_cards_full_season,position,team_title,npg_full_season,npxG_full_season,xGChain_full_season,xGBuildup_full_season,fpl_id
334,5609.0,Yves Bissouma,14.0,1220.0,0.0,0.5744356620125473,1.0,0.4844647701829672,13.0,4.0,6.0,0.0,M,Brighton,0.0,0.5744356620125473,4.473172731697559,3.7693225890398026,70.0
335,5619.0,Pierre Lees-Melou,16.0,1171.0,0.0,0.9323618281632662,0.0,1.0242809168994427,22.0,14.0,4.0,0.0,M S,Norwich,0.0,0.9323618281632662,2.5789635684341192,1.6146842185407877,471.0
336,5648.0,Malang Sarr,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Chelsea,0.0,0.0,0.12966160476207733,0.12966160476207733,
337,5656.0,Nicolas Pepe,9.0,493.0,0.0,1.9659019708633423,1.0,1.2396217733621597,16.0,11.0,0.0,0.0,M S,Arsenal,0.0,1.9659019708633423,3.5325876474380493,0.9663539379835129,17.0
338,5681.0,Giovani Lo Celso,8.0,209.0,0.0,0.7339939046651125,0.0,1.0649307779967785,9.0,5.0,0.0,0.0,M S,Tottenham,0.0,0.7339939046651125,1.3751990366727114,0.7179043963551521,372.0
339,5708.0,Fernando Marçal,11.0,962.0,0.0,0.46024483535438776,0.0,0.05736334063112736,7.0,2.0,2.0,0.0,D,Wolverhampton Wanderers,0.0,0.46024483535438776,2.8581158900633454,2.7620600620284677,432.0
340,6027.0,Jairo Riedewald,3.0,112.0,0.0,0.0,0.0,0.053624365478754044,0.0,2.0,0.0,0.0,M S,Crystal Palace,0.0,0.0,0.7066319920122623,0.6811742037534714,157.0
341,6044.0,Charlie Taylor,16.0,1440.0,0.0,0.09397404920309782,1.0,1.6444662027060986,3.0,12.0,1.0,0.0,D,Burnley,0.0,0.09397404920309782,3.249435809440911,2.225771287456155,113.0
342,6048.0,Lewis Dunk,14.0,1260.0,0.0,0.49294576048851013,0.0,0.09502393752336502,6.0,1.0,0.0,0.0,D,Brighton,0.0,0.49294576048851013,3.0208233445882797,3.0208233445882797,59.0
343,6049.0,Solly March,16.0,856.0,0.0,0.9441456608474255,1.0,1.439391853287816,14.0,15.0,1.0,0.0,D F M S,Brighton,0.0,0.9441456608474255,4.672955486923456,2.9914396200329065,60.0
344,6051.0,Dale Stephens,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Burnley,0.0,0.0,0.0,0.0,102.0
345,6054.0,Ederson,21.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,GK,Manchester City,0.0,0.0,6.3724589347839355,6.3724589347839355,257.0
346,6080.0,Victor Lindelöf,14.0,1174.0,0.0,0.012779193930327892,2.0,0.6128797233104706,1.0,2.0,2.0,0.0,D S,Manchester United,0.0,0.012779193930327892,4.164041884243488,4.164041884243488,284.0
347,6104.0,Will Hughes,7.0,511.0,0.0,0.018229471519589424,1.0,0.8525669127702713,1.0,7.0,1.0,0.0,M S,Crystal Palace,0.0,0.018229471519589424,1.6662348210811615,1.4243688881397247,386.0
348,6122.0,Douglas Luiz,16.0,1333.0,0.0,0.2497519627213478,3.0,1.553414392285049,9.0,23.0,3.0,0.0,M S,Aston Villa,0.0,0.2497519627213478,4.133084502071142,3.5817505456507206,50.0
349,6157.0,Timothy Castagne,16.0,1262.0,0.0,0.05429930239915848,0.0,0.3571612723171711,1.0,5.0,1.0,0.0,D M S,Leicester,0.0,0.05429930239915848,3.1775406720116735,2.9249226795509458,209.0
350,6163.0,Nélson Semedo,18.0,1582.0,0.0,1.2595602944493294,0.0,0.7995970454066992,14.0,9.0,1.0,0.0,D,Wolverhampton Wanderers,0.0,1.2595602944493294,4.311260296031833,2.349017085507512,437.0
351,6252.0,Lyanco,10.0,521.0,0.0,0.16543399170041084,0.0,0.17410717904567719,4.0,3.0,2.0,0.0,D S,Southampton,0.0,0.16543399170041084,1.2220923267304897,1.1739625595510006,
352,6273.0,Robin Koch,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,D M,Leeds,0.0,0.0,0.9884861093014479,0.9884861093014479,194.0
