,id_full_season,player_name,games_full_season,time_full_season,goals_full_season,xG_full_season,assists_full_season,xA_full_season,shots_full_season,key_passes_full_season,yellow_cards_full_season,red_cards_full_season,position,team_title,npg_full_season,npxG_full_season,xGChain_full_season,xGBuildup_full_season,fpl_id
79,757.0,Jeffrey Schlupp,16.0,659.0,2.0,1.4155598934739828,1.0,1.349190179258585,17.0,8.0,0.0,0.0,F M S,Crystal Palace,2.0,1.4155598934739828,3.528456676751375,1.1302688717842102,155.0
80,822.0,Patrick Bamford,6.0,457.0,2.0,2.418504185974598,2.0,0.39914455357939005,16.0,3.0,2.0,0.0,F S,Leeds,2.0,2.418504185974598,2.5039670076221228,0.4154012054204941,189.0
81,1078.0,Sergi Canos,19.0,1491.0,2.0,2.3721665889024734,2.0,1.4822645522654057,23.0,11.0,5.0,0.0,D F M S,Brentford,2.0,2.3721665889024734,4.437542162835598,1.4662746712565422,81.0
82,1654.0,Ben Mee,13.0,1170.0,2.0,2.0420517437160015,0.0,0.025418957695364952,11.0,2.0,3.0,0.0,D,Burnley,2.0,2.0420517437160015,1.3623542580753565,1.349588860757649,106.0
83,1726.0,Abdoulaye Doucouré,14.0,1260.0,2.0,1.689219482243061,4.0,1.642215533182025,22.0,11.0,4.0,0.0,M,Everton,2.0,1.689219482243061,5.516723012551665,2.513716382905841,173.0
84,1791.0,Trent Alexander-Arnold,18.0,1596.0,2.0,1.332723006606102,9.0,8.124866508878767,30.0,55.0,1.0,0.0,D,Liverpool,2.0,1.332723006606102,14.21240584552288,7.654883593320847,237.0
85,1822.0,Antonio Rüdiger,21.0,1890.0,2.0,1.688492489978671,0.0,0.646391348913312,27.0,10.0,4.0,0.0,D,Chelsea,2.0,1.688492489978671,11.563376476988196,10.903116710484028,127.0
86,2254.0,Mateo Kovacic,14.0,1023.0,2.0,1.3705879133194685,5.0,2.865579454228282,15.0,15.0,3.0,0.0,M S,Chelsea,2.0,1.3705879133194685,8.959507297724485,6.980228327214718,125.0
87,2381.0,Rodrigo,12.0,905.0,2.0,2.540039300918579,0.0,1.8152784928679466,23.0,20.0,4.0,0.0,F M S,Leeds,1.0,1.778870441019535,5.375468101352453,2.280997708439827,187.0
88,2498.0,Aymeric Laporte,18.0,1551.0,2.0,2.2815829180181026,0.0,0.24715962819755077,24.0,4.0,5.0,1.0,D,Manchester City,2.0,2.2815829180181026,11.06560393795371,10.863975984975696,259.0
89,3288.0,Thiago Silva,18.0,1451.0,2.0,0.7682493887841702,0.0,0.18129038996994495,10.0,4.0,1.0,0.0,D S,Chelsea,2.0,0.7682493887841702,10.497501753736287,10.35377036081627,121.0
90,3293.0,Lucas Moura,17.0,1223.0,2.0,2.8057463094592094,3.0,3.007668621838093,28.0,22.0,2.0,0.0,F M S,Tottenham,2.0,2.8057463094592094,7.733240693807602,3.785269098356366,362.0
91,3294.0,Edinson Cavani,8.0,423.0,2.0,2.69224539026618,0.0,0.12244844995439053,14.0,2.0,0.0,0.0,F S,Manchester United,2.0,2.69224539026618,2.571402480825782,0.4673519665375352,269.0
92,3491.0,Romain Saiss,19.0,1668.0,2.0,2.67127847392112,0.0,0.21051678620278835,13.0,3.0,3.0,0.0,D,Wolverhampton Wanderers,2.0,2.67127847392112,4.2109838258475065,4.059747921302915,431.0
93,4419.0,Adam Armstrong,17.0,1188.0,2.0,4.066641267389059,2.0,1.624623842537403,43.0,13.0,1.0,0.0,F S,Southampton,2.0,4.066641267389059,5.8312080912292,0.5414166431874037,
94,5220.0,Kai Havertz,15.0,953.0,2.0,3.862804491072893,1.0,1.2137100249528885,27.0,4.0,0.0,0.0,F M S,Chelsea,2.0,3.862804491072893,7.945609346032143,3.2716057747602463,141.0
95,5247.0,Naby Keita,11.0,527.0,2.0,0.8459738530218601,1.0,1.143466267734766,15.0,7.0,1.0,0.0,M S,Liverpool,2.0,0.8459738530218601,4.639570701867342,3.147466816008091,239.0
96,5543.0,Gabriel Jesus,18.0,1305.0,2.0,5.051528036594391,7.0,4.017523150891066,40.0,26.0,0.0,0.0,F S,Manchester City,2.0,5.051528036594391,11.753779750317335,4.253144357353449,263.0
97,5595.0,Daniel James,17.0,1227.0,2.0,3.435683086514473,1.0,2.105831976979971,31.0,15.0,0.0,0.0,F M S,"Leeds,Manchester United",2.0,3.435683086514473,5.211669810116291,0.6393523514270782,287.0
98,5613.0,Gabriel,17.0,1483.0,2.0,1.2707946132868528,0.0,0.06363057345151901,14.0,2.0,2.0,1.0,D,Arsenal,2.0,1.2707946132868528,5.187143166549504,5.095522065646946,23.0
99,6249.0,Davinson Sánchez,12.0,926.0,2.0,1.76045498624444,0.0,0.02617560513317585,10.0,1.0,2.0,0.0,D S,Tottenham,2.0,1.76045498624444,3.997753730043769,3.8494715727865696,367.0
100,6441.0,Ferrán Torres,4.0,308.0,2.0,2.512166380882263,1.0,0.021644435822963715,13.0,1.0,0.0,0.0,F,Manchester City,2.0,2.512166380882263,2.4304773956537247,1.177093531936407,268.0
101,6615.0,Trevoh Chalobah,14.0,919.0,2.0,0.6108458805829287,0.0,0.04631999880075455,4.0,1.0,1.0,0.0,D M S,Chelsea,2.0,0.6108458805829287,3.975093960762024,3.9549223482608795,
102,6681.0,Harvey Barnes,14.0,1050.0,2.0,2.2682304866611958,2.0,1.2585084401071072,27.0,12.0,2.0,0.0,F M S,Leicester,2.0,2.2682304866611958,5.163021706044674,2.242656357586384,215.0
103,6817.0,Fred,15.0,1182.0,2.0,0.32771624624729156,1.0,0.4880731953307986,7.0,13.0,4.0,0.0,M S,Manchester United,2.0,0.32771624624729156,3.6368876844644547,2.9794466430321336,274.0
104,6894.0,Mohamed Elyounoussi,14.0,907.0,2.0,3.325837679207325,0.0,0.7443209234625101,25.0,10.0,2.0,0.0,M S,Southampton,2.0,3.325837679207325,4.62144523486495,1.419652882963419,
105,6954.0,Juan Camilo Hernández,14.0,643.0,2.0,1.0720830895006657,1.0,1.176310551352799,17.0,16.0,0.0,0.0,F M S,Watford,2.0,1.0720830895006657,2.7246501790359616,1.0855891359969974,
106,7603.0,Marc Guehi,20.0,1800.0,2.0,1.8023342797532678,0.0,0.1185123547911644,11.0,1.0,4.0,0.0,D,Crystal Palace,2.0,1.8023342797532678,6.0650241654366255,6.036079136654735,
107,7726.0,Ezri Konsa Ngoyo,18.0,1582.0,2.0,1.1516407397575676,0.0,0.2211591750383377,12.0,3.0,3.0,1.0,D,Aston Villa,2.0,1.1516407397575676,2.687004255130887,2.4358133357018232,45.0
108,8150.0,Anthony Gordon,15.0,783.0,2.0,1.253638157621026,1.0,1.0283577684313059,16.0,7.0,1.0,0.0,M S,Everton,2.0,1.253638157621026,2.871786406263709,1.4020378207787871,
109,8941.0,Jacob Ramsey,17.0,1080.0,2.0,1.328061804175377,0.0,0.7361552007496357,17.0,10.0,3.0,0.0,F M S,Aston Villa,2.0,1.328061804175377,3.9069750048220158,2.156181637197733,51.0
110,8961.0,Rúben Dias,20.0,1683.0,2.0,1.5516493255272508,2.0,1.8409145921468735,12.0,11.0,4.0,0.0,D S,Manchester City,2.0,1.5516493255272508,11.604540936648846,10.782016798853874,262.0
111,9679.0,Rico Henry,16.0,1387.0,2.0,1.1831962261348963,0.0,0.46965119801461697,7.0,8.0,2.0,0.0,D M,Brentford,2.0,1.1831962261348963,2.932997088879347,1.415950445458293,
112,9680.0,Vitaly Janelt,15.0,1122.0,2.0,1.5320066548883915,0.0,0.9212641343474388,11.0,15.0,2.0,0.0,D M S,Brentford,2.0,1.5320066548883915,3.488485060632229,1.3749760873615742,
113,9738.0,Patson Daka,7.0,275.0,2.0,1.8761466816067696,3.0,1.4196810126304626,9.0,6.0,0.0,0.0,F S,Leicester,2.0,1.8761466816067696,3.7588890716433525,1.419553752988577,
114,9948.0,Michael Olise,14.0,378.0,2.0,0.34827323257923126,3.0,2.1842733696103096,6.0,7.0,2.0,0.0,F M S,Crystal Palace,2.0,0.34827323257923126,3.921693667769432,3.556972038000822,
115,65.0,Timo Werner,10.0,564.0,1.0,2.6536095812916756,1.0,0.08540495112538338,19.0,2.0,1.0,0.0,F M S,Chelsea,1.0,2.6536095812916756,3.666924722492695,1.0624993741512299,134.0
116,87.0,Joelinton,18.0,1202.0,1.0,1.2283097635954618,1.0,0.7834712453186512,21.0,14.0,4.0,0.0,F M S,Newcastle United,1.0,1.2283097635954618,3.231995275244117,1.5408206460997462,310.0
117,229.0,Thiago Alcántara,11.0,675.0,1.0,1.2799651063978672,1.0,1.0671678818762302,16.0,12.0,1.0,0.0,M S,Liverpool,1.0,1.2799651063978672,5.4239059165120125,4.306702175177634,225.0
118,500.0,Alex Iwobi,13.0,715.0,1.0,1.5463235434144735,1.0,1.4320501200854778,14.0,9.0,0.0,0.0,M S,Everton,1.0,1.5463235434144735,4.1234442219138145,2.1468295827507973,174.0
119,528.0,Angelo Ogbonna,11.0,921.0,1.0,0.6117199659347534,0.0,0.0,3.0,0.0,1.0,0.0,D,West Ham,1.0,0.6117199659347534,1.006217548623681,0.9552079532295465,409.0
120,530.0,James Tomkins,8.0,540.0,1.0,0.6890933271497488,0.0,0.35278289020061493,4.0,2.0,2.0,0.0,D S,Crystal Palace,1.0,0.6890933271497488,0.4859016388654709,0.40568505972623825,147.0
121,533.0,Mark Noble,4.0,93.0,1.0,1.5223376750946045,0.0,0.0,2.0,0.0,0.0,0.0,M S,West Ham,0.0,0.0,0.7072548866271973,0.7072548866271973,406.0
122,534.0,Aaron Cresswell,14.0,1231.0,1.0,0.4488532580435276,1.0,1.3565662205219269,9.0,17.0,0.0,0.0,D,West Ham,1.0,0.4488532580435276,6.791831374168396,6.258795415982604,411.0
123,553.0,Anthony Martial,7.0,194.0,1.0,1.0657398700714111,0.0,0.0,4.0,0.0,0.0,0.0,F M S,Manchester United,1.0,1.0657398700714111,1.575853519141674,1.1580424308776855,278.0
